,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
390,gizo,1,IL,1578258000,71,31.80,34.94,50.36,11.92
391,kirensk,73,RU,1578258000,96,57.78,108.12,4.12,7.25
392,gardiner,0,US,1578258000,70,44.23,-69.78,27.23,9.73
393,ploemeur,0,FR,1578258000,81,47.73,-3.43,47.14,16.6
394,coquimbo,0,CL,1578258000,86,-29.95,-71.34,67.15,16.71
395,khonsa,75,IN,1578258000,96,26.99,95.51,47.44,2.39
396,ipswich,32,AU,1578258000,66,-27.62,152.76,78.06,5.73
397,muncar,100,ID,1578258000,82,-8.43,114.34,81.61,9.89
398,parabel,96,RU,1578258000,95,58.71,81.50,12.47,7.23
399,ayagoz,0,KZ,1578258000,79,47.96,80.43,7.12,7.25
400,nemuro,49,JP,1578258000,66,43.32,145.57,26.94,25.9
401,dabeiba,98,CO,1578258000,85,7.00,-76.27,77.25,2.98
402,haradok,37,BY,1578258000,86,55.46,29.99,26.80,5.53
403,rassvet,100,RU,1578258000,83,49.11,45.47,33.51,6.38
404,ucluelet,0,CA,1578258000,60,48.94,-125.55,44.96,19.69
405,bozeman,100,US,1578258000,67,45.68,-111.04,30.06,1.88
406,mazamari,100,PE,1578258000,97,-11.33,-74.53,68.90,2.68
407,kiama,100,AU,1578258000,77,-34.67,150.86,68.94,14.72
408,kapit,100,MY,1578258000,99,2.02,112.94,72.54,1.5
409,aitape,100,PG,1578258000,77,-3.15,142.36,82.92,10.54
410,grindavik,100,IS,1578258000,74,63.84,-22.43,39.74,12.26
411,westport,9,US,1578258000,54,41.14,-73.36,38.57,17.6
412,tilichiki,0,RU,1578258000,63,60.47,166.10,-11.27,6.96
413,canmore,35,CA,1578258000,89,51.09,-115.35,34.20,8.19
414,zhigansk,100,RU,1578258000,94,66.77,123.37,-10.32,15.64
415,livenka,100,RU,1578258000,98,50.74,40.23,33.04,3.18
416,uray,75,RU,1578258000,94,60.13,64.80,18.66,7.36
417,inza,94,RU,1578258000,95,53.86,46.36,22.50,2.04
418,huangmei,99,CN,1578258000,91,30.10,115.95,56.10,7.85
419,xichang,100,CN,1578258000,96,27.88,102.25,37.17,10.4
420,padang,13,ID,1578258000,85,-0.92,100.36,68.95,6.17
421,altamont,0,CA,1578258000,77,49.40,-98.50,27.84,18.77
422,guangyuan,87,CN,1578258000,76,32.43,105.86,39.92,6.29
423,naze,82,NG,1578258000,66,5.43,7.07,76.42,4.21
424,cap-aux-meules,100,CA,1578258000,86,47.38,-61.86,28.62,36.17
425,khasan,45,RU,1578258000,81,42.43,130.64,18.12,3.87
426,george,100,MW,1578258000,92,-15.35,34.83,68.52,1.72
427,saryg-sep,0,RU,1578258000,94,51.49,95.55,-12.66,0.85
428,kardla,100,EE,1578258000,65,58.44,26.57,28.27,6.38
429,kutum,0,SD,1578258000,26,14.20,24.66,55.96,6.17
430,itarema,67,BR,1578258000,76,-2.92,-39.92,79.92,8.81
431,benidorm,0,ES,1578258000,68,38.54,-0.13,56.70,8.19
432,srandakan,15,ID,1578258000,87,-7.94,110.25,74.89,3.09
433,morehead,0,US,1578258000,63,38.18,-83.43,45.81,10.58
434,pinhao,0,BR,1578258000,75,-25.70,-51.66,72.07,0.72
435,necochea,92,AR,1578258000,73,-38.55,-58.74,70.52,19.33
436,lufilufi,16,WS,1578258000,75,-13.87,-171.60,80.82,8.57
437,biedenkopf,100,DE,1578258000,94,50.92,8.53,38.12,4.63
438,dangara,100,IN,1578258000,49,29.68,75.89,54.12,4.85
439,eureka,76,US,1578258000,86,40.80,-124.16,53.13,3.15
440,callaway,67,US,1578258000,81,46.98,-95.91,24.80,15.19
441,buraydah,0,SA,1578258000,33,26.33,43.97,51.84,6.58
442,ulagan,0,RU,1578258000,78,50.63,87.96,-1.21,6.42
443,broome,70,GB,1578258000,88,52.47,1.45,43.93,10.58
444,hailar,100,CN,1578258000,91,49.20,119.70,11.48,2.28
445,sorland,100,NO,1578258000,81,67.67,12.69,42.84,20.11
446,chihuahua,0,MX,1578258000,16,28.66,-106.08,69.30,5.97
447,muslyumovo,99,RU,1578258000,95,55.31,53.19,20.21,5.88
448,kolokani,5,ML,1578258000,13,13.58,-8.03,66.52,8.3
449,gwadar,77,PK,1578258000,72,25.12,62.33,72.99,12.53
450,alexandria,66,RO,1578258000,92,43.97,25.33,34.20,4.97
451,russell,0,US,1578258000,40,38.90,-98.86,48.87,9.86
452,tornio,100,FI,1578258000,59,61.12,27.27,23.81,7.87
453,college,95,US,1578258000,96,64.86,-147.80,-22.34,1.25
454,washington,14,US,1578258000,46,38.90,-77.04,41.34,10.25
455,quelimane,95,MZ,1578258000,81,-17.88,36.89,81.57,4.99
456,kokopo,81,PG,1578258000,76,-4.34,152.27,82.35,3.31
457,nesbyen,82,NO,1578258000,88,60.57,9.10,29.23,3.22
458,tripoli,100,GR,1578258000,98,37.51,22.37,38.39,14.05
459,joshimath,56,IN,1578258000,42,30.57,79.57,26.56,7.94
460,batticaloa,9,LK,1578258000,93,7.71,81.69,72.72,0.65
461,kavaratti,0,IN,1578258000,63,10.57,72.64,79.97,3.85
462,tigil,0,RU,1578258000,73,57.80,158.67,5.47,4.21
463,havoysund,100,NO,1578258000,56,71.00,24.66,30.18,15.84
464,tarauaca,11,BR,1578258000,46,-8.16,-70.77,91.13,5.37
465,patiya,0,BD,1578258000,92,22.30,91.98,58.37,3.18
466,abrau-dyurso,100,RU,1578258000,69,44.70,37.60,50.00,9.1
467,bira,0,RU,1578258000,91,49.00,132.47,-3.15,0.87
468,novoagansk,100,RU,1578258000,94,61.94,76.66,23.70,15.35
469,pirassununga,55,BR,1578258000,86,-22.00,-47.43,81.18,4.63
470,youkounkoun,0,GN,1578258000,9,12.53,-13.12,74.23,5.17
471,gijon,0,ES,1578258000,91,43.54,-5.66,43.41,3.11
472,jiexiu,81,CN,1578258000,96,37.02,111.92,23.81,1.32
473,bonfim,0,GY,1578258000,28,3.36,-59.84,96.06,8.77
